Day,Date,Week,Start Time,Hour,Source,Purpose of contact,Description,Is the enquirer a student?,Category,Action Taken,Is the case forwarded to officer-in-charge?,Has the problem resolved?,Attended by,Closed by,End Date,End Time,,,,,,,,,,,,,,,
Tuesday,27/12/2022,5,15:45:00,15,Counter,Transaction,Buy Book 12 IRK Darul Huffaz Learning Centre,Yes,Books,Received payment and issued Books,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Tuesday,27/12/2022,5,17:30:00,17,Counter,Transaction,Buy Ipip Books - Shahrul Abbas,Yes,Books,Received payment and issued Books,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Tuesday,27/12/2022,5,18:30:00,18,Counter,Transaction,Buy Ipip Books - Nur Khirdiana Binti Mohd Khir,Yes,Books,Received payment and issued Books,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Tuesday,27/12/2022,5,15:38:00,15,Facebook,Enquiry,Asking whether they need islamic Bachelors Degree to enter Master program,No,General,Advised Accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Tuesday,27/12/2022,5,14:53:00,14,Facebook,Enquiry,Pertanyaan tentang bila bermula kelas bahasa arab,No,General,Advised Accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Tuesday,27/12/2022,5,21:15:00,21,Website,Enquiry,"Dayana Binte Azmi, 23 years old. I am interested to join the Program takrif Islam but it appears that registration period is closed. Isit still possible for me to join?",No,Registration,Advised accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Tuesday,27/12/2022,5,12:56:00,12,Email,Transaction,pembayaran yuran pengajian,No,Fees,Received payment and adviced accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Tuesday,27/12/2022,5,13:57:00,13,Email,Transaction,Pembayaran yuran pendaftaran sebanyak $160.50 untuk SPI,No,Registration,Received payment and adviced accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Tuesday,27/12/2022,5,06:38:00,6,Email,Transaction,pembayaran penuh bagi Program Takrif Islam,No,Fees,Received payment and adviced accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Tuesday,27/12/2022,5,19:51:00,19,Email,Transaction,Pembayaran yuran SPI,No,Fees,Received payment and adviced accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Tuesday,27/12/2022,5,17:44:00,17,Email,Transaction,payment for SPI,No,Fees,Received payment and adviced accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Tuesday,27/12/2022,5,11:24:00,11,Email,Transaction,pembayaran untuk yuran pengajian buat Trimester Pertama SPI,Yes,Fees,Received payment and adviced accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Tuesday,27/12/2022,5,17:07:00,17,Email,Transaction,pembayaran yuran pengajian SPI,Yes,Fees,Received payment and adviced accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Tuesday,27/12/2022,5,00:01:00,0,Email,Enquiry,Exam results for hadith,Yes,Exams,Advised accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Tuesday,27/12/2022,5,06:52:00,6,Email,Transaction,pembayaran untuk kedua-dua anaknya untuk program SPI,Yes,Fees,Received payment and adviced accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Wednesday,28/12/2022,5,11:50:00,11,Email,Enquiry,"I am 16 years old and I have just completed my education in secondary school. I am keen on taking up islamic courses, which suit my age range. - Jeelani",No,General,Advised accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Wednesday,28/12/2022,5,23:48:00,23,Email,Transaction,pembayaran pendaftaran bagi Sijil Pengajian Islam (SPI),No,Registration,Received payment and adviced accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Wednesday,28/12/2022,5,14:46:00,14,Email,Transaction,pembayaran yuran pengajian SPI,Yes,Fees,Received payment and adviced accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Wednesday,28/12/2022,5,17:18:00,17,Email,Transaction,pembayaran yuran pengajian SPI,Yes,Fees,Received payment and adviced accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Thursday,29/12/2022,5,08:51:00,8,Website,Enquiry,I sent my BIRKH application around 2 weeks ago. I was wondering whether it has been reviewed? - Mumtaz,No,Registration,Advised accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Thursday,29/12/2022,5,11:09:00,11,Email,Transaction,pembayaran yuran pengajian SPIm,Yes,Fees,Received payment and adviced accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Thursday,29/12/2022,5,13:59:00,13,Email,Transaction,Registration for SLPI,Yes,Registration,Received payment and adviced accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Thursday,29/12/2022,5,14:29:00,14,Email,Transaction,pembayaran untuk pendaftaran SPIm,Yes,Registration,Received payment and adviced accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Thursday,29/12/2022,5,15:42:00,15,Email,Transaction,pembayaran Trimester Pertama SPI,Yes,Registration,Received payment and adviced accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Thursday,29/12/2022,5,16:01:00,16,Email,Enquiry,Tidak hadir untuk peperiksaan ulangan,Yes,Exams,Advised accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Friday,30/12/2022,5,10:04:00,10,Phone,Enquiry,Ahmad Jumadi Bin Salleh called regarding his registration for PTI and PBA. He has yet to receive an acknowledgement email for the 2 registrations. Sent an email last week and a reminder email yesterday,No,Registration,Advised accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Friday,30/12/2022,5,10:08:00,10,Phone,Enquiry,Rashidah called regarding registration for Masters in Islamic Revealed Knowledge has opened,No,Registration,Advised accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Friday,30/12/2022,5,10:53:00,10,Phone,Enquiry,SPIR registration has closed but can I still register for the January 2023 intake?,No,Registration,Advised accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Friday,30/12/2022,5,11:10:00,11,Counter,Transaction,"Collect certificate - PTI Jumaat (Wisma) Jul-Dis 2022 - Fathin Namira Binte Malek, Nur Sabirah Binte Mohd Ali and Nurul Hazirah Binte Noor Hisham",Yes,Certificate,Issued certificates,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Friday,30/12/2022,5,11:21:00,11,Phone,Enquiry,SPI course information and if have to miss some classes what is the arrangement? - Haziqah,No,General,Advised accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Friday,30/12/2022,5,11:45:00,11,Phone,Enquiry,Enquiry regarding SPI fees and buying of books online,No,General,Advised accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Friday,30/12/2022,5,12:12:00,12,Phone,Enquiry,Bagaimana saya boleh dapati maklumat lanjut mengenai syarat kelayakan untuk masuk DPI?,No,General,Advised accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Friday,30/12/2022,5,12:28:00,12,Phone,Enquiry,Kawan saya hendak mendaftar untuk PTI boleh atau tidak? Pendaftaran dibuka sehingga bila?,No,Registration,Advised accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Friday,30/12/2022,5,12:30:00,12,Counter,Transaction,Buy books - SPI - Siti Raihani Binte Abdul Aziz,Yes,Books,Received payment and issued books,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Friday,30/12/2022,5,14:20:00,14,Counter,Transaction,Collect book - Tajwid Asas (1 copy) - Muhammad Azhar (Ref. No: 15058),Yes,Books,Issued book,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Friday,30/12/2022,5,14:46:00,14,Phone,Enquiry,SPI Express class satu hari F2F satu hari online atau macam mana?,No,Classes,Referred to Ustazah Zahirah and advised accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Friday,30/12/2022,5,15:01:00,15,Phone,Enquiry,Office operating hours tomorrow wants to submit BIRKH application form and pay registration fees - Nur Asma',No,General,Advised accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Friday,30/12/2022,5,17:10:00,17,Counter,Transaction,Buy book - Ulum Al-Hadith and Tasauf books (1 copy each) - Nura'shiken binti Sehat,Yes,Books,Received payment and issued books,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Friday,30/12/2022,5,17:48:00,17,Phone,Enquiry,Call from Ustazah Zahirah,No,General,Advised accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Friday,30/12/2022,5,17:50:00,17,Counter,Transaction,Registration and payment of registration fees for PTI Mon - Joharan Beevi D/O Mohd Ismail,No,General,Received payment and registration form,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Friday,30/12/2022,5,12:21:00,12,Email,Transaction,pembayaran yuran pendaftaran,Yes,Registration,Received payment and adviced accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Friday,30/12/2022,5,16:35:00,16,Email,Enquiry,Self collection of books,No,Books,Adviced accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Friday,30/12/2022,5,14:42:00,14,Email,Transaction,pembayaran yuran sirah,No,Fees,Received payment and adviced accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Friday,30/12/2022,5,14:39:00,14,Email,Transaction,Pembayaran Yuran Trimester Pertama SLPI,Yes,Fees,Received payment and adviced accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Friday,30/12/2022,5,02:03:00,2,Email,Transaction,Pembayaran Yuran Pendaftaran - Program SPI,Yes,Registration,Received payment and adviced accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Saturday,31/12/2022,5,10:20:00,10,Counter,Enquiry,Saya nak bayar bayaran pertama untuk kelas SLPI anak saya - Bapa kepada Mashitah Binte Zainal,Yes,Fees,Advised accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Saturday,31/12/2022,5,11:00:00,11,Counter,Transaction,Pay fees - PAQ2 23 - and buy book - Tajwid Power 1 (1 copy) - Rasida Binte Hassan,Yes,General,Received payment and issued book,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Saturday,31/12/2022,5,11:10:00,11,Counter,Transaction,Pay fees and submit application form for MITC23 - Rashidah Binti Sulaiman,Yes,General,Received payment and application form,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Saturday,31/12/2022,5,11:29:00,11,Counter,Transaction,Collect certificate - BA101 Sep-Dis 2022 - Awabi Binti Ahmad,Yes,Certificate,Issued certificate,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Saturday,31/12/2022,5,14:15:00,14,Counter,Transaction,Pay outstanding fees - SLTIE22 - Abdul Hadi Bin Alladin,Yes,Fees,Received payment,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Saturday,31/12/2022,5,14:28:00,14,Phone,Enquiry,Saya ada buat pembayaran untuk kursus macam mana nak tahu yang saya dah bayar? Akankah sistem hantar emel kepada saya?,Yes,Fees,Advised accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Saturday,31/12/2022,5,14:31:00,14,Phone,Enquiry,PTI course information,No,General,Advised accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Saturday,31/12/2022,5,15:26:00,15,Counter,Transaction,Buy book - BA101 - Muhammad Zaki Bin Mohd Ali,Yes,Books,Received payment and issued book,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Saturday,31/12/2022,5,15:30:00,15,Counter,Transaction,Buy book - SLPI - pay first payment fees and submit GIRO form - Iman Yurisa Binte Mohammad Dahlan,Yes,General,"Received payment, issued books and handed over GIRO form to Finance",No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Saturday,31/12/2022,5,15:50:00,15,Counter,Transaction,Submit GIRO Form and collect certificate - Raudhahtul Jannah Binte Muhamad Sabiren,Yes,General,Issued certificate and handed over GIRO form to FInance,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Saturday,31/12/2022,5,16:20:00,16,Counter,Transaction,Buy book - Tajwid Power 1 - Muhammad Yuhaimi Bin Mohamad Yuni,No,Books,Received payment and issued book,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Saturday,31/12/2022,5,16:31:00,16,Counter,Transaction,Collect book - BA103 - Noraiha (Ref. No: 15112),Yes,Books,Issued book,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Saturday,31/12/2022,5,16:55:00,16,Counter,Transaction,Submit BIRKH Application form and pay registration fee - Nur Asma' Binte Abu Bakar,Yes,General,Received payment and handed over application form and supporting documents to Ustaz Afiq Zikry,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Saturday,31/12/2022,5,17:30:00,17,Counter,Transaction,Collect certificate - SLPI - Siti Aishah Binte Ahmad,Yes,Certificate,Issued certificate,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Saturday,31/12/2022,5,19:32:00,19,Email,Transaction,Pembayaran Yuran SLPI,Yes,Fees,Received payment and adviced accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Saturday,31/12/2022,5,19:58:00,19,Email,Transaction,Pembayaran Yuran SLPI,Yes,Fees,Received payment and adviced accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Saturday,31/12/2022,5,20:51:00,20,Email,Transaction,Pembayaran Yuran SLPI,Yes,Fees,Received payment and adviced accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Saturday,31/12/2022,5,20:37:00,20,Email,Transaction,Pembayaran Yuran SLPI,Yes,Fees,Received payment and adviced accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Saturday,31/12/2022,5,22:21:00,22,Email,Transaction,pembayaran yuran pengajian,Yes,Fees,Received payment and adviced accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Sunday,1/1/2023,1,23:17:00,23,Email,Transaction,Pembayaran untuk SLPI,Yes,Fees,Received payment and adviced accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Sunday,1/1/2023,1,23:19:00,23,Email,Transaction,Pembayaran untuk SLPI,Yes,Fees,Received payment and adviced accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Sunday,1/1/2023,1,23:45:00,23,Email,Enquiry,Pertanyaan tentang bila kah mulanya pengajian AlQuran peringkat pertengahan,Yes,General,Advised accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Sunday,1/1/2023,1,21:44:00,21,Email,Enquiry,Ketidakhadiran bagi Kelas SLPI,Yes,Classes,Advised accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Monday,2/1/2023,1,21:31:00,21,Email,Transaction,Pembayaran Yuran SLPI,Yes,Fees,Received payment and advised accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Tuesday,3/1/2023,1,11:15:00,11,Phone,Enquiry,Pertanyaan tentang pembayaran SPI express,No,Fees,Advised accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Tuesday,3/1/2023,1,11:25:00,11,Phone,Enquiry,Pertanyaan tentang infomasi kelas di emel,No,General,Advised accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Tuesday,3/1/2023,1,12:15:00,12,Counter,Enquiry,Self collect ipip books,Yes,Books,Issued books,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Tuesday,3/1/2023,1,14:15:00,14,Counter,Transaction,Fees SPI Sem 1 2023 - Kamaludin Eskandal,Yes,Fees,Received payment,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Tuesday,3/1/2023,1,14:20:00,14,Counter,Transaction,Buy IPIP books - Abdul Halim Bin Ruoli,Yes,Books,Received payment & issued books,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Tuesday,3/1/2023,1,14:25:00,14,Counter,Enquiry,Submit giro form - Juraimi Bin Midi,Yes,Fees,Received form and issued to finance department,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Tuesday,3/1/2023,1,14:45:00,14,Phone,Enquiry,Pertanyaan tentang syarat kemasukan DPI,Yes,General,Advised accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Tuesday,3/1/2023,1,17:15:00,17,Counter,Enquiry,Self collect ipip books,Yes,Books,Issued books,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Tuesday,3/1/2023,1,14:19:00,14,Email,Transaction,bayaran untuk SLPI Express,No,Registration,Received payment and adviced accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Tuesday,3/1/2023,1,18:20:00,18,Email,Enquiry,Peringatan Modul Tertangguh,Yes,Classes,Advised accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Tuesday,3/1/2023,1,14:10:00,14,Email,Enquiry,Yuran SPIe yang tertunggak,Yes,Fees,Advised accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Tuesday,3/1/2023,1,12:11:00,12,Email,Transaction,pendaftaran anda bagi program Pengajian Al-Quran Peringkat Pertengahan (PAQ2),Yes,Registration,Received payment and adviced accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Tuesday,3/1/2023,1,22:59:00,22,Email,Transaction,yuran pendaftaran bagi Sijil Lanjutan Pengajian Islam,Yes,Fees,Received payment and adviced accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Tuesday,3/1/2023,1,22:03:00,22,Email,Transaction,Yuran pengajian Sijil Lanjutan Pengajian Islam (SLPI),Yes,Fees,Received payment and adviced accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Tuesday,3/1/2023,1,10:26:00,10,Email,Enquiry,Pertanyaan tentang sambungan SLPI express,Yes,Classes,Advised accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Tuesday,3/1/2023,1,17:26:00,17,Email,Enquiry,Permohonan untuk memasuki DPI,Yes,General,Advised accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Tuesday,3/1/2023,1,16:35:00,16,Email,Transaction,pembayaran pendaftaran kelas SLPI Ekspres,Yes,Registration,Received payment and adviced accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Tuesday,3/1/2023,1,12:35:00,12,Email,Transaction,pembayaran pendaftaran kelas SLPI Ekspres,Yes,Registration,Received payment and adviced accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Tuesday,3/1/2023,1,13:24:00,13,Facebook,Enquiry,Pertanyaan tentang online classes for IPIP,No,General,Advised accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Tuesday,3/1/2023,1,18:53:00,18,Email,Enquiry,Tawaran ke peringkat Sijil Lanjutan Pengajian Islam (SLPI),Yes,Classes,Advised accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Tuesday,3/1/2023,1,10:49:00,10,Website,Enquiry,Pertanyaan tentang PBA,Yes,General,Advised accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Tuesday,3/1/2023,1,11:32:00,11,Email,Transaction,SPI Express payment,Yes,Fees,received payment and adviced accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Tuesday,3/1/2023,1,13:42:00,13,Email,Transaction,Pembayaran Yuran SLPI,Yes,Fees,received payment and adviced accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Monday,3/1/2023,1,14:07:00,14,Email,Transaction,Payment for (PTIe,Yes,Fees,received payment and adviced accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Wednesday,4/1/2023,1,10:28:00,10,Phone,Enquiry,Shaikhah Bte Rubangin student called regarding certificate for SPI. Requested in Oct 2022 via email was told will receive a reply in Nov 2022 but has not received any email until now. Wants to know what's the status? She took peperiksaan ulangan for some modules.,Yes,Certificate,Referred to Ustaz Abdillah,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Wednesday,4/1/2023,1,11:26:00,11,Phone,Enquiry,Wahidah Bte Abdul Latiff called regarding the certificates for PTI Ahad Wisma Jul-Dis 2022 are ready for collection. Wants to collect hers and her sister's Rashidah Bte Abdul Latiff certificates,Yes,Certificate,Advised accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Wednesday,4/1/2023,1,11:50:00,11,Phone,Enquiry,Wants to buy books and pay fees for SPI at Pergas counter. What time will counter be closed for lunch and Zuhur?,No,General,Advised accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Wednesday,4/1/2023,1,12:10:00,12,Phone,Enquiry,Pay fees for PAQ3 and buy book - Tajwid Power 2 (1 copy) - Zahara Sulaiman,Yes,General,Received payment and issued book,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Wednesday,4/1/2023,1,12:15:00,12,Phone,Enquiry,SPI course information,No,General,Advised accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Wednesday,4/1/2023,1,12:45:00,12,Counter,Transaction,Pay fees SPI and buy books - Nur Aini Binte Md Yat,Yes,General,Received payment and issued books,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Wednesday,4/1/2023,1,12:55:00,12,Counter,Transaction,Pay fees SPI - Mulyadi Bin Ahmad,Yes,General,Received payment,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Wednesday,4/1/2023,1,14:30:00,14,Counter,Transaction,Pay fees - PTI - Razin Muzakkir Bin Masyudi,Yes,Fees,Received payment,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Wednesday,4/1/2023,1,14:40:00,14,Counter,Transaction,Buy books - Yanti Salim,Yes,Books,Received payment and issued books,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Wednesday,4/1/2023,1,15:05:00,15,Counter,Transaction,Submitted BIRKH application form and supporting documents - Sufia Binte Zulkifli,Yes,Registration,Handed over application form and supporting documents to Ustaz Afiq,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Wednesday,4/1/2023,1,16:20:00,16,Counter,Transaction,Buy book - SLPI books - Muhammad Abdul Rahman Bin Razali,Yes,Books,Received payment and issued books,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Wednesday,4/1/2023,1,17:27:00,17,Counter,Transaction,Buy book for PTI - Tajwid Asas (3 copies) - Sarah Binte Abdul Aziz and Waheedah Binte Abdul Majeed,Yes,Books,Received payment and issued books,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Wednesday,4/1/2023,1,17:47:00,17,Phone,Enquiry,Enquiry regarding when registration for SPI will close,No,Registration,Advised accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Wednesday,4/1/2023,1,17:50:00,17,Counter,Transaction,Self-collect book - Ref. No: 15255 - Nur Baizura,Yes,Books,Issued books,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Wednesday,4/1/2023,1,18:50:00,18,Phone,Enquiry,Enquiry regarding IPIP Bursary Scheme (IBS) for PTI course,Yes,Fees,Advised accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Wednesday,4/1/2023,1,22:17:00,22,Email,Transaction,pembayaran yuran pendaftaran SPI,Yes,Registration,Received payment and adviced accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Wednesday,4/1/2023,1,15:28:00,15,Email,Enquiry,proses pengeluaran sijil kelulusan dan transkrip,Yes,Exams,Advised accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Wednesday,4/1/2023,1,16:31:00,16,Email,Enquiry,Pertanyaan tentang BIRKH,No,General,Advised accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Wednesday,4/1/2023,1,12:41:00,12,Email,Enquiry,Follow up outstanding fees for DPI,Yes,Fees,Advised accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Thursday,5/1/2023,1,08:30:00,8,Facebook,Enquiry,Pertanyaan tentang PAQ,Yes,General,Advised accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Thursday,5/1/2023,1,11:33:00,11,Phone,Enquiry,Enquiry regarding self-collect online book order (Ref. No: 15208) - Norhusaidahwati Binte Hassan,Yes,Books,Advised accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Thursday,5/1/2023,1,11:56:00,11,Phone,Enquiry,Call regarding SPI Khamis when class start?,Yes,Classes,Advised accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Thursday,5/1/2023,1,12:12:00,12,Counter,Transaction,Self-collect online book order (Ref. No: 15208) - Norhusaidahwati Binte Hassan,Yes,Books,Issued books,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Thursday,5/1/2023,1,12:30:00,12,Counter,Transaction,"Collect cert for PAQ 1, buy books and register for BA101 - Sumiah Bte Buang",Yes,General,"Received payment, issued books and issued certificate",No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Thursday,5/1/2023,1,14:36:00,14,Phone,Enquiry,What time does your office open on Sat or Sun? I want to make the first payment for my daughter who has enrolled in DPI,No,Fees,Advised accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Thursday,5/1/2023,1,15:52:00,15,Phone,Enquiry,What time does your office open tomorrow? I want to buy BA101 book. How much is the price?,Yes,Books,Advised accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Thursday,5/1/2023,1,16:18:00,16,Phone,Enquiry,I submitted sent through email my application form and supporting documents for BIRKH in July 2021 but until now have not received any updates. At the time the staff who I submitted said the course has not started yet. - Safiah Binte Mohamed Ali,No,Registration,Referred to Ustaz Afiq Zikry,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Thursday,5/1/2023,1,17:06:00,17,Counter,Transaction,BIRKH - Amirah Mohamad Roslan - Application is successful or not? Applied last week.,Yes,Registration,Advised accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Thursday,5/1/2023,1,17:10:00,17,Counter,Transaction,Buy SLPI books - Mohamed Fardil Bin Abd Malik,Yes,Books,Received payment and issued books,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Thursday,5/1/2023,1,17:20:00,17,Counter,Transaction,Pay fees and buy book - BA101 23 -Syed Alwi Bin Syed Abu Bakar Shahab,Yes,General,Received payment and issued book,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Thursday,5/1/2023,1,17:27:00,17,Counter,Transaction,Buy book - Ulum Al-Qur'an (1 copy) - Syed Abdullah Matiin Bin Syed Ali Al Habsi,Yes,Books,Received payment and issued book,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Thursday,5/1/2023,1,21:02:00,21,Facebook,Enquiry,Pertanyaan tentang PBA sesi 1 & 2,No,General,Advised accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
